ano;PA_UFMUN;UF;Nome_Município;Pop_IBGE;PA_PROC_ID;NO_PROCEDIMENTO;Valor_Aprovado;qtd_aprovada
2020;110020;RO;Porto Velho;539354;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1120;8
2019;292430;BA;Piatã;16984;0201010631;PUNÇÃO LOMBAR;309.76;44
2019;430390;RS;Campo Bom;69458;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;64.68;4
2018;354910;SP;São João da Boa Vista;91771;0201010380;BIOPSIA DE PENIS;36.66;2
2015;260960;PE;Olinda;393115;0201010151;BIOPSIA DE ENDOMETRIO;0;42
2018;211000;MA;Santa Luzia;72887;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;70;1
2020;354580;SP;Santa Bárbara d'Oeste;194390;0201010046;BIOPSIA DE ANUS E CANAL ANAL;36.92;2
2018;316040;MG;Santo Antônio do Monte;28427;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;150.92;7
2018;353050;SP;Mococa;68980;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;140;1
2016;411520;PR;Maringá;430157;0201010399;BIOPSIA DE PIRAMIDE NASAL;18.33;1
2020;291110;BA;Formosa do Rio Preto;25857;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;664.8;50
2017;530010;DF;Brasília;3055149;0201010224;BIOPSIA DE GANGLIO LINFATICO;138.57;3
2020;354100;SP;Praia Grande;330845;0201010410;BIOPSIA DE PROSTATA;15057.94;163
2015;431690;RS;Santa Maria;283677;0201010518;BIOPSIA/PUNÇÃO DE VULVA;403.26;25
2017;315440;MG;Ressaquinha;4817;0201010410;BIOPSIA DE PROSTATA;0;7
2015;230110;CE;Aracati;74975;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2019;431490;RS;Porto Alegre;1488252;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;60480;864
2017;355700;SP;Votorantim;123599;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;776.16;36
2016;411370;PR;Londrina;575377;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;112035;1155
2015;353870;SP;Piracicaba;407252;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;47.46;2
2019;313670;MG;Juiz de Fora;573285;0201010631;PUNÇÃO LOMBAR;373.12;118
2019;430440;RS;Canela;45488;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2016;260345;PE;Camaragibe;158899;0201010666;BIOPSIA DO COLO UTERINO;219.96;12
2018;410370;PR;Cambé;107341;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;4
2018;330030;RJ;Barra do Piraí;100764;0201010640;PUNÇÃO P/ ESVAZIAMENTO;53;4
2020;351880;SP;Guarulhos;1392121;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2019;431690;RS;Santa Maria;283677;0201010380;BIOPSIA DE PENIS;36.66;3
2016;410840;PR;Francisco Beltrão;92216;0201010194;BIOPSIA DE FARINGE/LARINGE;38.12;2
2018;350550;SP;Barretos;122833;0201010275;BIOPSIA DE MEDULA OSSEA;21000;105
2019;352590;SP;Jundiaí;423006;0201010097;BIOPSIA DE CONJUNTIVA;2861.2;92
2016;432090;RS;Tapejara;24552;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1710.75;25
2018;431870;RS;São Leopoldo;238648;0201010631;PUNÇÃO LOMBAR;14.08;2
2018;355620;SP;Valinhos;131210;0201010518;BIOPSIA/PUNÇÃO DE VULVA;54.99;4
2018;420300;SC;Caçador;79313;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2018;352210;SP;Itanhaém;103102;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1272;116
2019;311860;MG;Contagem;668949;0201010518;BIOPSIA/PUNÇÃO DE VULVA;329.94;18
2018;510790;MT;Sinop;146005;0201010372;BIOPSIA DE PELE E PARTES MOLES;16143.75;625
2015;320150;ES;Colatina;123400;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2016;352530;SP;Jaú;151881;0201010275;BIOPSIA DE MEDULA OSSEA;125200;626
2018;330220;RJ;Itaperuna;103800;0201010631;PUNÇÃO LOMBAR;70.4;10
2015;352690;SP;Limeira;308482;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;343.97;11
2015;350210;SP;Andradina;57202;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;560;16
2019;411850;PR;Pato Branco;83843;0201010372;BIOPSIA DE PELE E PARTES MOLES;26682.39;1033
2019;410840;PR;Francisco Beltrão;92216;0201010631;PUNÇÃO LOMBAR;42.24;6
2015;320520;ES;Vila Velha;501325;0201010224;BIOPSIA DE GANGLIO LINFATICO;92.38;2
2018;240200;RN;Caicó;68343;0201010666;BIOPSIA DO COLO UTERINO;8670;51
2020;313750;MG;Lagoa Formosa;18111;0201010410;BIOPSIA DE PROSTATA;2217.12;24
2020;290570;BA;Camaçari;304302;0201010666;BIOPSIA DO COLO UTERINO;36.66;2
2016;411370;PR;Londrina;575377;0201010046;BIOPSIA DE ANUS E CANAL ANAL;2621.32;142
2015;352050;SP;Indaiatuba;256223;0201010666;BIOPSIA DO COLO UTERINO;843.18;46
2017;313130;MG;Ipatinga;265409;0201010666;BIOPSIA DO COLO UTERINO;1796.34;98
2015;292930;BA;São Gonçalo dos Campos;37942;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;366.6;20
2017;310620;MG;Belo Horizonte;2521564;0201010372;BIOPSIA DE PELE E PARTES MOLES;61294.59;2373
2018;120040;AC;Rio Branco;413418;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;18900;135
2020;261620;PE;Vertentes;20954;0201010631;PUNÇÃO LOMBAR;7.04;1
2017;354850;SP;Santos;433656;0201010410;BIOPSIA DE PROSTATA;35658.68;386
2017;350320;SP;Araraquara;238339;0201010631;PUNÇÃO LOMBAR;56.32;8
2015;170950;TO;Gurupi;87545;0201010666;BIOPSIA DO COLO UTERINO;696.54;38
2019;353070;SP;Mogi Guaçu;153033;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;409.64;19
2015;130260;AM;Manaus;2219580;0201010216;BIOPSIA DE FIGADO POR PUNCAO;6901.55;97
2017;170950;TO;Gurupi;87545;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;33.24;1
2018;280030;SE;Aracaju;664908;0201010372;BIOPSIA DE PELE E PARTES MOLES;6741.63;261
2020;410840;PR;Francisco Beltrão;92216;0201010046;BIOPSIA DE ANUS E CANAL ANAL;313.82;17
2017;314100;MG;Mato Verde;12412;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;535.8;51
2017;350490;SP;Bananal;10993;0201010640;PUNÇÃO P/ ESVAZIAMENTO;159;12
2020;316860;MG;Teófilo Otoni;140937;0201010380;BIOPSIA DE PENIS;54.99;3
2017;352940;SP;Mauá;477552;0201010372;BIOPSIA DE PELE E PARTES MOLES;568.26;22
2017;230280;CE;Canindé;77244;0201010640;PUNÇÃO P/ ESVAZIAMENTO;251.75;19
2017;510730;MT;São José do Rio Claro;21011;0201010372;BIOPSIA DE PELE E PARTES MOLES;77.49;5
2019;420300;SC;Caçador;79313;0201010666;BIOPSIA DO COLO UTERINO;2639.52;144
2017;312770;MG;Governador Valadares;281046;0201010216;BIOPSIA DE FIGADO POR PUNCAO;71.15;1
2015;420890;SC;Jaraguá do Sul;181173;0201010372;BIOPSIA DE PELE E PARTES MOLES;10357.83;401
2018;350550;SP;Barretos;122833;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;19611.6;295
2018;530010;DF;Brasília;3055149;0201010305;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO);182.75;1
2019;350580;SP;Bastos;20953;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2016;352220;SP;Itapecerica da Serra;177662;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;3157.8;95
2019;421580;SC;São Bento do Sul;85421;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;1358;14
2020;261160;PE;Recife;1653461;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1367.7;97
2019;292110;BA;Medeiros Neto;22716;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;2100;15
2019;421360;SC;Porto União;35543;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2020;420820;SC;Itajaí;223112;0201010410;BIOPSIA DE PROSTATA;2032.36;22
2019;230250;CE;Brejo Santo;49842;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;210;3
2020;351518;SP;Espírito Santo do Pinhal;44471;0201010640;PUNÇÃO P/ ESVAZIAMENTO;66.25;5
2020;311530;MG;Cataguases;75540;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1142.1;81
2019;412810;PR;Umuarama;112500;0201010372;BIOPSIA DE PELE E PARTES MOLES;464.94;18
2020;351110;SP;Catanduva;122497;0201010518;BIOPSIA/PUNÇÃO DE VULVA;238.29;13
2020;520870;GO;Goiânia;1536097;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;30240;216
2016;316040;MG;Santo Antônio do Monte;28427;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;498.6;15
2019;350320;SP;Araraquara;238339;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2185.5;155
2019;314710;MG;Pará de Minas;94808;0201010372;BIOPSIA DE PELE E PARTES MOLES;7077.42;274
2016;313190;MG;Itabirito;52446;0201010380;BIOPSIA DE PENIS;18.33;1
2020;316250;MG;São João del Rei;90497;0201010194;BIOPSIA DE FARINGE/LARINGE;19.06;1
2018;310350;MG;Araguari;117825;0201010410;BIOPSIA DE PROSTATA;1200.94;13
2020;430210;RS;Bento Gonçalves;121803;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;569.52;24
2020;354750;SP;Santa Rita do Passa Quatro;27600;0201010640;PUNÇÃO P/ ESVAZIAMENTO;212;16
2019;430920;RS;Gravataí;283620;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;719.21;23
2016;421360;SC;Porto União;35543;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;490;14
2020;240820;RN;Nísia Floresta;27938;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;140;2
2016;292300;BA;Nova Viçosa;43783;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;503.79;21
2020;353440;SP;Osasco;699944;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;4230;300
2019;317130;MG;Viçosa;79388;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1680;12
2018;430700;RS;Erechim;106633;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;93.81;3
2020;355100;SP;São Vicente;368355;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;10437.36;157
2018;410830;PR;Foz do Iguaçu;258248;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;54.99;3
2019;431840;RS;São Jerônimo;24412;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;0;1
2019;510267;MT;Campo Verde;45740;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2020;355670;SP;Vinhedo;80111;0201010666;BIOPSIA DO COLO UTERINO;128.31;7
2015;120040;AC;Rio Branco;413418;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;2590;74
2016;261110;PE;Petrolina;354317;0201010275;BIOPSIA DE MEDULA OSSEA;3800;19
2015;330080;RJ;Cachoeiras de Macacu;59303;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;211.5;18
2019;420430;SC;Concórdia;75167;0201010410;BIOPSIA DE PROSTATA;1200.94;13
2015;150680;PA;Santarém;306480;0201010631;PUNÇÃO LOMBAR;401.28;57
2017;314270;MG;Montalvânia;14747;0201010631;PUNÇÃO LOMBAR;2140.16;1104
2015;230250;CE;Brejo Santo;49842;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;409.64;19
2017;520740;GO;Edéia;12467;0201010640;PUNÇÃO P/ ESVAZIAMENTO;7380.25;557
2017;352340;SP;Itatiba;122581;0201010410;BIOPSIA DE PROSTATA;9422.76;102
2019;250750;PB;João Pessoa;817511;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;95.96;4
2017;431440;RS;Pelotas;343132;0201010666;BIOPSIA DO COLO UTERINO;934.83;51
2015;432120;RS;Taquara;57584;0201010631;PUNÇÃO LOMBAR;21.12;3
2018;315180;MG;Poços de Caldas;168641;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2015;351390;SP;Divinolândia;11086;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;33.24;1
2015;352900;SP;Marília;240590;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2018;230110;CE;Aracati;74975;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2017;150670;PA;Santana do Araguaia;74419;0201010461;BIOPSIA DE TESTICULO;5773.75;125
2018;352480;SP;Jales;49201;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);113.68;1
2016;351620;SP;Franca;355901;0201010666;BIOPSIA DO COLO UTERINO;293.28;16
2019;354425;SP;Rosana;16281;0201010380;BIOPSIA DE PENIS;18.33;1
2018;420230;SC;Biguaçu;69486;0201010372;BIOPSIA DE PELE E PARTES MOLES;1291.5;50
2020;314720;MG;Paraguaçu;21605;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2020;140010;RR;Boa Vista;419652;0201010305;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO);365.5;2
2016;421720;SC;São Miguel do Oeste;40868;0201010631;PUNÇÃO LOMBAR;154.88;22
2016;521190;GO;Jataí;102065;0201010410;BIOPSIA DE PROSTATA;923.8;10
2016;291480;BA;Itabuna;213685;0201010372;BIOPSIA DE PELE E PARTES MOLES;129.15;5
2019;330515;RJ;São José do Vale do Rio Preto;21916;0201010372;BIOPSIA DE PELE E PARTES MOLES;955.71;37
2016;290460;BA;Brumado;67335;0201010631;PUNÇÃO LOMBAR;140.8;20
2020;354100;SP;Praia Grande;330845;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;62.54;2
2015;312770;MG;Governador Valadares;281046;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1595.52;48
2016;311860;MG;Contagem;668949;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1207.36;56
2018;313130;MG;Ipatinga;265409;0201010410;BIOPSIA DE PROSTATA;2124.74;23
2016;351110;SP;Catanduva;122497;0201010372;BIOPSIA DE PELE E PARTES MOLES;1317.33;51
2016;313620;MG;João Monlevade;80416;0201010518;BIOPSIA/PUNÇÃO DE VULVA;164.97;9
2016;291480;BA;Itabuna;213685;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2020;170210;TO;Araguaína;183381;0201010275;BIOPSIA DE MEDULA OSSEA;800;4
2020;352900;SP;Marília;240590;0201010151;BIOPSIA DE ENDOMETRIO;898.17;49
2016;230370;CE;Caucaia;365212;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;409.64;19
2016;354340;SP;Ribeirão Preto;711825;0201010518;BIOPSIA/PUNÇÃO DE VULVA;659.88;36
2018;330330;RJ;Niterói;515317;0201010518;BIOPSIA/PUNÇÃO DE VULVA;568.23;31
2020;421660;SC;São José;250181;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);341.04;3
2015;431490;RS;Porto Alegre;1488252;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;263.89;11
2019;313620;MG;João Monlevade;80416;0201010194;BIOPSIA DE FARINGE/LARINGE;19.06;1
2019;351880;SP;Guarulhos;1392121;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;36960;264
2018;420280;SC;Braço do Norte;33876;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2020;412240;PR;Rolândia;67383;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;64.68;10
2020;431140;RS;Lajeado;85033;0201010410;BIOPSIA DE PROSTATA;5727.56;62
2018;353950;SP;Pitangueiras;40080;0201010640;PUNÇÃO P/ ESVAZIAMENTO;39.75;3
2018;150140;PA;Belém;1499641;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);113.68;1
2015;330240;RJ;Macaé;261501;0201010372;BIOPSIA DE PELE E PARTES MOLES;8549.73;331
2020;120040;AC;Rio Branco;413418;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2018;280030;SE;Aracaju;664908;0201010518;BIOPSIA/PUNÇÃO DE VULVA;146.64;8
2019;412800;PR;Ubiratã;20909;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;93.81;3
2020;431000;RS;Ibirubá;20413;0201010410;BIOPSIA DE PROSTATA;3510.44;38
2016;313330;MG;Itaobim;21029;0201010062;BIOPSIA DE BEXIGA;125.04;3
2019;330630;RJ;Volta Redonda;273988;0201010062;BIOPSIA DE BEXIGA;41.68;1
2018;312560;MG;Felisburgo;7504;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2015;230400;CE;Coreaú;23239;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;56.4;4
2015;320090;ES;Barra de São Francisco;44979;0201010640;PUNÇÃO P/ ESVAZIAMENTO;39.75;3
2015;270030;AL;Arapiraca;233047;0201010666;BIOPSIA DO COLO UTERINO;2346.24;128
2017;270140;AL;Campo Alegre;57537;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2018;353670;SP;Pederneiras;47111;0201010640;PUNÇÃO P/ ESVAZIAMENTO;79.5;13
2015;240310;RN;Currais Novos;44905;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2019;431720;RS;Santa Rosa;73575;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2015;130014;AM;Apuí;22359;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;23.73;1
2020;316680;MG;Serra do Salitre;11668;0201010631;PUNÇÃO LOMBAR;7.04;1
2015;410690;PR;Curitiba;1948626;0201010313;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO);366.78;2
2019;314810;MG;Patrocínio;91449;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2526.24;38
2019;510800;MT;Tapurah;14046;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2017;314560;MG;Oliveira;41840;0201010666;BIOPSIA DO COLO UTERINO;586.56;34
2019;315170;MG;Poço Fundo;16846;0201010372;BIOPSIA DE PELE E PARTES MOLES;77.49;3
2016;330630;RJ;Volta Redonda;273988;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;3227.28;136
2016;231290;CE;Sobral;210711;0201010062;BIOPSIA DE BEXIGA;41.68;1
2017;353880;SP;Piraju;29869;0201010666;BIOPSIA DO COLO UTERINO;219.96;12
2016;312800;MG;Guanhães;34573;0201010640;PUNÇÃO P/ ESVAZIAMENTO;106;8
2018;351440;SP;Dracena;47043;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;6620.67;279
2017;110011;RO;Jaru;51620;0201010640;PUNÇÃO P/ ESVAZIAMENTO;145.75;11
2017;210220;MA;Buriti;28798;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2019;410830;PR;Foz do Iguaçu;258248;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;23520;178
2018;430770;RS;Esteio;83279;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;776;8
2017;354750;SP;Santa Rita do Passa Quatro;27600;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;211.5;17
2016;350550;SP;Barretos;122833;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;14035;401
2018;350210;SP;Andradina;57202;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;11340;81
2015;350320;SP;Araraquara;238339;0201010194;BIOPSIA DE FARINGE/LARINGE;38.12;2
2017;330100;RJ;Campos dos Goytacazes;511168;0201010666;BIOPSIA DO COLO UTERINO;91.65;5
2017;431560;RS;Rio Grande;211965;0201010046;BIOPSIA DE ANUS E CANAL ANAL;3064.36;167
2015;320040;ES;Anchieta;29779;0201010666;BIOPSIA DO COLO UTERINO;128.31;7
2016;430940;RS;Guaporé;25968;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;35;1
2017;420830;SC;Itapema;67338;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2018;313130;MG;Ipatinga;265409;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;450.87;54
2016;313220;MG;Itaguara;13435;0201010518;BIOPSIA/PUNÇÃO DE VULVA;54.99;3
2020;430770;RS;Esteio;83279;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;2467.92;104
2015;290070;BA;Alagoinhas;152327;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;215.6;10
2016;314000;MG;Mariana;61288;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;84.6;6
2018;211130;MA;São Luís;1108975;0201010275;BIOPSIA DE MEDULA OSSEA;2600;13
2018;260620;PE;Goiana;80055;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;70;1
2018;291840;BA;Juazeiro;218162;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2016;330630;RJ;Volta Redonda;273988;0201010631;PUNÇÃO LOMBAR;28.16;4
2017;411990;PR;Ponta Grossa;355336;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2692.44;79
2018;500110;MS;Aquidauana;48029;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;474.32;22
2016;351740;SP;Guaíra;41040;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;64.68;3
2020;315440;MG;Ressaquinha;4817;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;0;63
2018;530010;DF;Brasília;3055149;0201010194;BIOPSIA DE FARINGE/LARINGE;2096.6;110
2015;432170;RS;Três Coroas;28581;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2019;315250;MG;Pouso Alegre;152549;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2018;412810;PR;Umuarama;112500;0201010631;PUNÇÃO LOMBAR;42.24;6
2017;353470;SP;Ourinhos;114352;0201010631;PUNÇÃO LOMBAR;91.52;13
2019;251080;PB;Patos;108192;0201010410;BIOPSIA DE PROSTATA;646.66;7
2019;260170;PE;Belo Jardim;76687;0201010666;BIOPSIA DO COLO UTERINO;1869.66;102
2017;353140;SP;Monte Aprazível;25373;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2016;352470;SP;Jaguariúna;58722;0201010518;BIOPSIA/PUNÇÃO DE VULVA;329.94;18
2017;311530;MG;Cataguases;75540;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;539;25
2016;320110;ES;Bom Jesus do Norte;9962;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;23.73;1
2017;313720;MG;Lagoa da Prata;52711;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;521.7;41
2017;330630;RJ;Volta Redonda;273988;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1509.2;70
2017;500470;MS;Ivinhema;23232;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2017;310160;MG;Alfenas;80494;0201010640;PUNÇÃO P/ ESVAZIAMENTO;132.5;10
2015;351620;SP;Franca;355901;0201010046;BIOPSIA DE ANUS E CANAL ANAL;36.92;2
2016;352310;SP;Itaquaquecetuba;375011;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2016;260600;PE;Garanhuns;140577;0201010194;BIOPSIA DE FARINGE/LARINGE;19.06;1
2017;330350;RJ;Nova Iguaçu;823302;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;169.2;12
2018;420420;SC;Chapecó;224013;0201010410;BIOPSIA DE PROSTATA;6466.6;70
2015;355030;SP;São Paulo;12325232;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;63588.12;1913
2017;431440;RS;Pelotas;343132;0201010372;BIOPSIA DE PELE E PARTES MOLES;1007.37;39
2018;431020;RS;Ijuí;83764;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;49955;515
2017;292740;BA;Salvador;2886698;0201010224;BIOPSIA DE GANGLIO LINFATICO;2355.69;51
2017;353110;SP;Mongaguá;57648;0201010640;PUNÇÃO P/ ESVAZIAMENTO;9725.5;739
2017;291800;BA;Jequié;156126;0201010372;BIOPSIA DE PELE E PARTES MOLES;309.96;12
2017;312270;MG;Dom Silvério;5232;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;56.4;4
2015;354980;SP;São José do Rio Preto;464983;0201010518;BIOPSIA/PUNÇÃO DE VULVA;971.49;53
2019;220840;PI;Piripiri;63787;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2015;530010;DF;Brasília;3055149;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;2625;75
2020;430280;RS;Caçapava do Sul;33548;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2017;352470;SP;Jaguariúna;58722;0201010399;BIOPSIA DE PIRAMIDE NASAL;18.33;1
2020;312360;MG;Elói Mendes;28320;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;155.1;11
2017;410980;PR;Ibiporã;55131;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;409.64;22
2017;520110;GO;Anápolis;391772;0201010518;BIOPSIA/PUNÇÃO DE VULVA;128.31;7
2015;291980;BA;Macaúbas;50161;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2015;522185;GO;Valparaíso de Goiás;172135;0201010372;BIOPSIA DE PELE E PARTES MOLES;3848.67;149
2017;330220;RJ;Itaperuna;103800;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2017;330040;RJ;Barra Mansa;184833;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;355.95;15
2015;230190;CE;Barbalha;61228;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1043.4;74
